noise_level,phi_correlation,interaction_correlation
0.05,0.9983498747718453,1.0
0.05,0.9968776742376839,0.9999999999999999
0.05,0.9989040252264887,1.0
0.05,0.9982391117302594,1.0
0.05,0.9974595590097743,0.9999999999999999
0.05,0.9991734470537131,1.0
0.05,0.9962300323518407,0.9999999999999998
0.05,0.9981974360181273,1.0
0.05,0.9987066517494936,0.9999999999999999
0.05,0.9977451101276834,1.0
0.1,0.9957962126386596,0.9999999999999998
0.1,0.987835623451776,-1.0
0.1,0.990933608279616,0.9999999999999998
0.1,0.9958156395583597,1.0
0.1,0.9907512472748977,1.0
0.1,0.9914360908896582,0.9999999999999999
0.1,0.9925548553035985,1.0
0.1,0.9908656917588453,1.0
0.1,0.995195012316206,0.9999999999999999
0.1,0.9888858204826761,1.0
0.2,0.968896525506759,1.0
0.2,0.9253003659468314,-1.0
0.2,0.9591133169851405,1.0
0.2,0.9733745687575274,0.9999999999999998
0.2,0.9703619336648621,0.9999999999999998
0.2,0.958003241261466,1.0
0.2,0.971344600146757,1.0
0.2,0.9776356246161213,1.0
0.2,0.9709984025933717,-0.9999999999999999
0.2,0.969691074722203,1.0
0.3,0.945095316356975,-1.0
0.3,0.969914553522317,1.0
0.3,0.9186806600503994,-1.0
0.3,0.9533610410396176,1.0
0.3,0.9590572323775959,-1.0
0.3,0.9433231492669971,-1.0
0.3,0.9568257449280444,0.9999999999999999
0.3,0.9665426274621071,-1.0
0.3,0.9176671681169779,-1.0
0.3,0.9417126935973344,1.0
